,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
2333,3nZIBNBzTrgjHb3oAbReqU,0.482,0.513,0.549,0.0,0.235,-5.548,0.0314,135.878,0.141,11
2334,0GtnPY1LePGHquWzIEiqMj,0.0867,0.622,0.882,0.0,0.0931,-2.886,0.105,136.926,0.726,41
2335,4wel1Mu1sF8p9OCBpUqBGy,0.533,0.358,0.604,0.0,0.121,-6.547,0.0505,183.919,0.219,13
2336,1LZekyUVl4jyldSbJpvxKD,0.598,0.636,0.759,0.0,0.0719,-5.677,0.0677,79.057,0.782,5
2337,0v5ItBzRV88YjmmrLrlyPa,0.821,0.418,0.273,0.0,0.123,-9.792,0.0308,129.779,0.166,6
2338,2yHlcpyKjt7phF1mlu3V0i,0.297,0.425,0.84,0.0,0.161,-4.495,0.108,187.804,0.439,11
2339,3ar9Ac4ILz5USXGPxjWQJW,0.273,0.593,0.811,0.0,0.0992,-3.145,0.0507,125.055,0.517,14
2340,2B7WPx3oj3XhkSYdt7TCzd,0.638,0.478,0.442,0.0,0.0821,-6.957,0.0317,128.824,0.0925,9
2341,2npLmDWQk0ekZuXOB3j0tR,0.355,0.634,0.832,0.0,0.138,-4.824,0.0509,103.983,0.721,6
2343,46g3MpXoFJ6Krw9rZ0EZzU,0.0166,0.564,0.417,0.868,0.233,-10.379,0.0293,136.045,0.162,1
2345,2HRZum1IeluVG07tIr1y3H,0.017,0.469,0.949,0.000103,0.3,-3.052,0.0845,154.644,0.69,5
2346,3uGItuntJ4jy6CrMKAqN8T,0.141,0.524,0.825,0.0,0.321,-2.529,0.0611,186.957,0.541,1
2347,3cEkd60p4IItOAlp0TwWa3,0.211,0.637,0.835,0.0,0.0924,-4.248,0.0489,90.994,0.422,7
2348,4tZJu8EbvMAw2OmVUdbPdS,0.599,0.546,0.563,0.0,0.127,-6.086,0.031,71.025,0.211,0
2349,7GJyT15BLmyL2rTM1Nujsm,0.361,0.543,0.598,0.0,0.133,-3.395,0.0272,149.876,0.295,2
2350,6BHZJJ4ILw6Au3FUPt9kcy,0.0512,0.627,0.724,1.12e-06,0.0704,-4.548,0.0318,98.752,0.617,1
2351,6e09Mg96fmSWcxBTh7ZiCF,0.0088,0.501,0.92,3.87e-05,0.189,-3.209,0.0647,149.525,0.663,4
2352,4fUL29tSlyVAX27gzq5o0x,0.256,0.538,0.416,0.0,0.1,-6.288,0.0267,143.74,0.238,2
2353,6hbtVZ3A2SmKDDGzo2ANp7,0.39,0.527,0.843,1.74e-06,0.321,-3.383,0.0591,163.678,0.685,1
2354,0Zku5ZqzDemSxNBZGUzlXw,0.24,0.565,0.721,1.34e-06,0.0649,-5.847,0.0359,129.678,0.353,0
2355,0OQG9kdAbnD29ZENxdy8Je,0.0711,0.554,0.844,0.000265,0.262,-4.169,0.0297,179.631,0.61,0
2356,3hn2YPW0msc0WwlzPxBZNo,0.535,0.506,0.404,0.0,0.159,-6.69,0.0292,73.369,0.298,1
2357,7kPAHnKKtpCibfVvkw3CpG,0.0289,0.595,0.921,3.65e-06,0.139,-4.381,0.0407,162.955,0.881,3
2358,2c4MHTOFNLzNQTzWAP0pTh,0.934,0.485,0.188,0.0,0.0736,-11.016,0.0404,138.796,0.36,25
2359,4IkqfuelPR0I1Ti364IKTb,0.852,0.479,0.335,7.34e-06,0.213,-6.569,0.0385,143.902,0.344,24
2360,6GlhbDyi8LlQ9OF2xBulxM,0.88,0.441,0.377,0.0,0.129,-8.854,0.0655,149.673,0.619,31
2361,2vwm544RPrjMkbI8JAqmMj,0.733,0.542,0.305,6.46e-06,0.0941,-7.701,0.0296,86.812,0.321,35
2362,2yWE979wgT8VP7wuDzW1LS,0.851,0.46,0.273,4.4e-05,0.151,-10.057,0.0461,137.159,0.514,25
2363,1w223osIUvuTIASFLaBXYg,0.914,0.44,0.199,0.00291,0.0952,-14.913,0.0554,95.279,0.314,24
2364,4XTDdGwtfg7QZMf7WeQB90,0.815,0.53,0.27,0.00018,0.111,-10.675,0.0464,124.486,0.442,24
2365,3OuGSXPBrF5VxaZ9QwE4NO,0.901,0.478,0.181,0.0,0.0871,-12.644,0.136,170.224,0.367,30
2367,03sDUI44L3nlJoSoGgMRQ8,0.352,0.489,0.582,0.0,0.453,-6.381,0.0549,157.931,0.597,48
2376,7ML6yZFfTctNaBllHe2r8a,0.556,0.591,0.641,0.0,0.31,-6.891,0.129,170.336,0.823,38
2377,64cNNOHp4pXPgpS7ZRRUS1,0.422,0.472,0.585,0.0,0.156,-8.088,0.0316,81.967,0.458,32
2382,4enKQ1ayhD5T0x3PY580Ds,0.788,0.397,0.41,0.00232,0.114,-10.271,0.045,126.344,0.362,38
2383,6HrvXuNhmwmirrfOukrNA8,0.0693,0.472,0.689,1.09e-06,0.149,-5.952,0.0413,145.865,0.48,47
2384,6aY3FfnSAhE6wIWZamBPd3,0.0938,0.365,0.401,0.0,0.103,-10.964,0.254,87.306,0.371,46
2385,7CykwXOpL9rlDSpmRNX3dA,0.815,0.256,0.482,1.58e-06,0.0908,-8.472,0.0359,80.902,0.3,38
2386,5zrHMdtUqGsKFWfwv9gJmt,0.862,0.482,0.367,0.00198,0.134,-13.803,0.0381,170.361,0.68,32
2387,4iT46O2cYu63Rlv09Fpxch,0.443,0.614,0.47,4.22e-05,0.131,-9.082,0.0426,137.952,0.271,43
2388,77MdvMx9L4ZQuLhhn3o21h,0.866,0.429,0.486,0.0,0.0982,-9.971,0.101,146.99,0.661,71
2389,3CAgSnSpMCLcK20JodIKfE,0.141,0.414,0.754,0.0,0.283,-6.072,0.0481,129.749,0.191,38
2390,5IkusNsLMha6mgN79p1Da4,0.902,0.453,0.196,0.015,0.109,-15.678,0.0537,126.061,0.26,33
2391,762Sb9DX9YNw4acuUwf5y9,0.306,0.56,0.547,0.0,0.0824,-7.762,0.0854,75.977,0.351,35
2392,5C2tIXmumirF4juJNWGGP9,0.309,0.646,0.483,0.0,0.124,-7.273,0.0425,72.46,0.461,55
2393,1vjQHBoJWpQ3rAPRDVjrxA,0.77,0.603,0.297,0.0,0.107,-8.525,0.0275,86.95,0.29,59
2394,5L2FQJ4MdHIfKDfNSU6TWh,0.911,0.419,0.137,0.000219,0.104,-12.858,0.0395,114.262,0.157,30
2407,1IQRnO9lepeHpm9xHwUII9,0.23,0.662,0.677,0.0,0.369,-6.371,0.0405,99.017,0.346,24
2408,64g5YfVu48TvKWaLEMD8tE,0.358,0.842,0.666,1.45e-06,0.126,-2.662,0.0653,123.957,0.799,43
2409,2uYd9NblsDfDePyEJp2GrM,0.518,0.712,0.634,0.000414,0.128,-6.455,0.143,150.025,0.519,48
2410,5bYxifDPAAHVKS5IUEoVaf,0.0685,0.743,0.847,0.0,0.311,-2.319,0.0931,145.043,0.669,19
2411,0z9MGzyvb2vm2HJ4BHu7pD,0.381,0.873,0.393,0.0,0.115,-7.199,0.0743,99.966,0.793,22
2412,45ZlfrRzb0Hp4t4At6h1LX,0.723,0.697,0.23,0.0,0.14,-10.383,0.0352,95.989,0.535,19
2413,3FlfKqQoGnGQ9zp5A6wN8P,0.326,0.826,0.464,0.0,0.0707,-6.868,0.106,148.033,0.88,23
2414,5FW9rzxCSbgqmwNfxw55zg,0.0993,0.634,0.711,4.82e-06,0.132,-3.657,0.0438,75.008,0.243,28
2415,3A2cZyPFQsDKYzkOqWwRBm,0.0915,0.851,0.742,6.55e-05,0.174,-6.749,0.213,114.876,0.553,38
2416,5UTMwjdnuJTjotyElqjWQc,0.0823,0.749,0.831,7.69e-05,0.0757,-5.029,0.115,128.026,0.895,12
2417,7ABzpjFxlhc53f14QorJUL,0.233,0.505,0.529,0.0,0.158,-6.367,0.0484,81.029,0.231,32
2418,3KE5zPQhhWpxnxX3dgXh9g,0.223,0.858,0.568,0.0,0.122,-5.623,0.217,101.02,0.757,46
2419,78qFR4ah1s7wY3f6qdcnDL,0.0836,0.732,0.855,0.0,0.331,-2.2,0.0947,145.036,0.773,35
2420,0bXgpmMQS7RfooveoLOUci,0.146,0.818,0.509,5.49e-05,0.0978,-4.15,0.0786,100.009,0.773,34
2421,3mQEWuOg9UokMH32NVt5G4,0.288,0.757,0.642,0.0,0.109,-7.399,0.0597,97.0,0.574,32
2422,6sI8Q7TTJeA9exw6hxEqq3,0.454,0.746,0.611,0.000922,0.133,-7.034,0.101,149.967,0.411,65
2423,0aZAIRksvTw99b2fQ6w1VG,0.236,0.418,0.693,1.75e-06,0.144,-5.824,0.158,172.604,0.196,41
2424,7xxn5U1rO2yaNl5fdFvsvg,0.105,0.641,0.86,0.0,0.106,-3.206,0.0397,155.15,0.516,35
2425,1WATa6d8Zj84A2z1mMPck1,0.0709,0.792,0.792,0.0,0.176,-4.023,0.035,123.056,0.873,52
2426,6PHTT4XSp2Mqqr1C9dvbPP,0.495,0.686,0.422,0.0,0.113,-6.647,0.247,145.942,0.488,34
2427,6rwBFh4K4QNrKj9rcE1SiJ,0.0768,0.663,0.638,0.00168,0.145,-5.44,0.0559,143.844,0.309,28
2428,7JVrd9JwGP7USfReyJjJ85,0.759,0.459,0.404,0.0,0.123,-8.939,0.031,98.267,0.347,29
2429,5OITn5gWUk6uXUZLhbvN21,0.0156,0.632,0.812,0.0,0.432,-3.756,0.127,125.025,0.395,31
2430,607XzimCK4EBDJIIHf7wg7,0.0156,0.667,0.817,0.0,0.132,-5.298,0.0848,125.885,0.186,35
2431,3wX8PdmOva0C6VCBeJWYuQ,0.0165,0.886,0.626,0.277,0.0889,-5.873,0.169,122.005,0.654,21
2432,7godRovxDeyl4nrzKwfcSp,0.104,0.79,0.702,0.0,0.492,-6.657,0.44,117.682,0.803,33
2433,2rwwenlT6ULljlxQQVMcpG,0.0495,0.684,0.711,0.0,0.0691,-5.172,0.225,114.947,0.568,43
2434,2On77SULSY7B5f8VooUE98,0.146,0.63,0.68,1.28e-05,0.347,-6.503,0.0918,105.898,0.279,38
2435,1BKVl98OeR3CsSAFp5z1Xq,0.152,0.752,0.558,0.0,0.0976,-6.123,0.341,117.975,0.698,27
2436,49zJunh4RNUrHY5IGZCDRo,0.0481,0.753,0.706,7.54e-06,0.439,-3.981,0.0566,115.988,0.907,36
2448,7fj9AEccrDTOpUqew9UqLu,0.0208,0.596,0.745,3.63e-06,0.209,-4.314,0.0358,81.064,0.595,9
2449,4TYLCfR4XTJAzMvG7z7uTa,0.0261,0.646,0.823,1.64e-06,0.114,-3.72,0.0433,98.01,0.582,5
2451,5DULpe1tGzudQB7LHCXlEr,0.0135,0.782,0.656,1.54e-05,0.0998,-5.62,0.031,118.046,0.554,28
2452,0MtMx5gt6kM2W7tD26Jp5H,0.0167,0.508,0.651,0.0,0.29,-4.838,0.376,84.02,0.601,45
2453,2gYizv7aCGXQN7bceKwelM,0.0156,0.605,0.56,3.23e-06,0.111,-8.044,0.0893,140.04,0.433,46
2454,5434Zri0nGESmjDlSKhx4U,0.0655,0.616,0.914,1.76e-05,0.652,-2.705,0.0492,91.017,0.684,28
2456,0evnUdYzW18jCOTPNXZTzH,0.0107,0.681,0.629,0.0,0.0843,-6.167,0.0311,142.018,0.358,41
2457,747JUFQOb9JL88fCbiiFY6,0.0202,0.612,0.501,0.0,0.0458,-6.764,0.0433,143.839,0.49,30
2458,7roCTVRPs3VJfvq2tbsdWv,0.0187,0.719,0.866,0.0,0.362,-5.574,0.163,132.924,0.698,27
2460,7gFiscQgYvhfeKvSh7SyDS,0.38,0.702,0.507,2.82e-06,0.195,-8.194,0.0751,101.105,0.383,24
2465,1sYSP7gKa5kdKIfhANfori,0.0632,0.623,0.493,0.0,0.104,-7.727,0.0338,81.019,0.594,64
2469,4aJgVVpcUos92SAESRL2Si,0.0574,0.773,0.954,0.0,0.0805,-3.599,0.113,112.031,0.686,31
